VenueName,PostalCode,Latitude,Longitude,SportsFacility
SKYLINE RESIDENCES,109030,1.272,103.808,Fitness Corner
SKYLINE RESIDENCES,109030,1.272,103.808,Gymnasium
SKYLINE RESIDENCES,109030,1.272,103.808,Swimming Pool
SKYLINE RESIDENCES,109030,1.272,103.808,Swimming Pool
SKYLINE RESIDENCES,109030,1.272,103.808,Tennis Court
Harbour View Towers,109258,1.272,103.809,Cue Sports Table
Harbour View Towers,109258,1.272,103.809,Fitness Corner
Harbour View Towers,109258,1.272,103.809,Gymnasium
Harbour View Towers,109258,1.272,103.809,Swimming Pool
Harbour View Towers,109258,1.272,103.809,Swimming Pool
Harbour View Towers,109258,1.272,103.809,Table Tennis Court
Harbour View Towers,109258,1.272,103.809,Tennis Court
Harbour View Towers,109258,1.272,103.809,Volleyball Court
THE INTERLACE,109684,1.282,103.803,Basketball Court
THE INTERLACE,109684,1.282,103.803,Fitness Corner
THE INTERLACE,109684,1.282,103.803,Golf
THE INTERLACE,109684,1.282,103.803,Jogging Track
THE INTERLACE,109684,1.282,103.803,Swimming Pool
THE INTERLACE,109684,1.282,103.803,Swimming Pool
THE INTERLACE,109684,1.282,103.803,Tennis Court
THE VERANDAH RESIDENCES,117341,1.28,103.785,Gymnasium
THE VERANDAH RESIDENCES,117341,1.28,103.785,Studio
THE VERANDAH RESIDENCES,117341,1.28,103.785,Swimming Pool
THE VERANDAH RESIDENCES,117341,1.28,103.785,Swimming Pool
Whitehaven,117395,1.289,103.777,Fitness Corner
Whitehaven,117395,1.289,103.777,Gymnasium
Whitehaven,117395,1.289,103.777,Swimming Pool
Whitehaven,117395,1.289,103.777,Swimming Pool
West-N,117452,1.282,103.783,Swimming Pool
The Estiva,117482,1.288,103.778,Gymnasium
The Estiva,117482,1.288,103.778,Swimming Pool
The Estiva,117482,1.288,103.778,Swimming Pool
The Maylea,117489,1.281,103.785,Fitness Corner
The Maylea,117489,1.281,103.785,Gymnasium
The Maylea,117489,1.281,103.785,Squash Court
The Maylea,117489,1.281,103.785,Swimming Pool
The Maylea,117489,1.281,103.785,Swimming Pool
The Maylea,117489,1.281,103.785,Swimming Pool
The Spectrum,117504,1.292,103.769,Gymnasium
The Spectrum,117504,1.292,103.769,Swimming Pool
The Spectrum,117504,1.292,103.769,Swimming Pool
The Spectrum,117504,1.292,103.769,Swimming Pool
Palm Green,117621,1.275,103.797,Swimming Pool
Palm Green,117621,1.275,103.797,Swimming Pool
Redwood West,117629,1.279,103.785,Gymnasium
Redwood West,117629,1.279,103.785,Swimming Pool
Redwood West,117629,1.279,103.785,Swimming Pool
Redwood West,117629,1.279,103.785,Swimming Pool
Buona Lodge,117686,1.282,103.787,Squash Court
Buona Lodge,117686,1.282,103.787,Swimming Pool
Buona Vista Gardens,117687,1.283,103.786,Swimming Pool
The Village Centre,118136,1.28,103.786,Gymnasium
The Village Centre,118136,1.28,103.786,Swimming Pool
Bayville Condominium,118166,1.281,103.788,Gymnasium
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Fitness Corner
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Gymnasium
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Studio
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Swimming Pool
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Swimming Pool
KENT RIDGE HILL RESIDENCES,118173,1.281,103.79,Tennis Court
Westpoint Condominium,118442,1.277,103.793,Gymnasium
Westpoint Condominium,118442,1.277,103.793,Gymnasium
Westpoint Condominium,118442,1.277,103.793,Swimming Pool
Westpoint Condominium,118442,1.277,103.793,Tennis Court
Pepy's Hill,118450,1.277,103.794,Badminton Court
Pepy's Hill,118450,1.277,103.794,Gymnasium
Pepy's Hill,118450,1.277,103.794,Squash Court
Pepy's Hill,118450,1.277,103.794,Swimming Pool
Pepy's Hill,118450,1.277,103.794,Swimming Pool
Pepy's Hill,118450,1.277,103.794,Table Tennis Court
Pepy's Hill,118450,1.277,103.794,Tennis Court
The Peak,118456,1.28,103.793,Swimming Pool
The Cassandra,118549,1.276,103.793,Swimming Pool
Pasir View Park,118571,1.279,103.787,Gymnasium
Pasir View Park,118571,1.279,103.787,Swimming Pool
Pasir View Park,118571,1.279,103.787,Swimming Pool
Pasir View Park,118571,1.279,103.787,Tennis Court
Landridge Condominium,118573,1.279,103.787,Gymnasium
Landridge Condominium,118573,1.279,103.787,Swimming Pool
ICON @ PASIR PANJANG,118579,1.279,103.786,Gymnasium
Harbour View Gardens,118582,1.279,103.785,Golf
Harbour View Gardens,118582,1.279,103.785,Gymnasium
Harbour View Gardens,118582,1.279,103.785,Studio
Harbour View Gardens,118582,1.279,103.785,Swimming Pool
Harbour View Gardens,118582,1.279,103.785,Swimming Pool
24 ONE RESIDENCES,118599,1.28,103.785,Gymnasium
24 ONE RESIDENCES,118599,1.28,103.785,Swimming Pool
THE ORIENT,118610,1.281,103.784,Gymnasium
THE ORIENT,118610,1.281,103.784,Swimming Pool
THE ORIENT,118610,1.281,103.784,Swimming Pool
SEA SUITES,118617,1.282,103.783,Gymnasium
SEA SUITES,118617,1.282,103.783,Swimming Pool
Palisades,118635,1.287,103.78,Squash Court
Palisades,118635,1.287,103.78,Swimming Pool
Parc Regency,118652,1.288,103.778,Swimming Pool
Royal Palm Mansions,118655,1.29,103.778,Swimming Pool
Palm Mansions,118684,1.289,103.776,Fitness Corner
Palm Mansions,118684,1.289,103.776,Gymnasium
Palm Mansions,118684,1.289,103.776,Swimming Pool
Palm Mansions,118684,1.289,103.776,Swimming Pool
Murano,118691,1.289,103.776,Gymnasium
Murano,118691,1.289,103.776,Swimming Pool
JUBILEE RESIDENCE,118695,1.289,103.775,Gymnasium
JUBILEE RESIDENCE,118695,1.289,103.775,Swimming Pool
Gold Coast Condominium,118702,1.29,103.775,Gymnasium
Gold Coast Condominium,118702,1.29,103.775,Swimming Pool
Gold Coast Condominium,118702,1.29,103.775,Swimming Pool
The Foliage,118707,1.291,103.774,Fitness Corner
The Foliage,118707,1.291,103.774,Gymnasium
The Foliage,118707,1.291,103.774,Swimming Pool
The Foliage,118707,1.291,103.774,Swimming Pool
The Foliage,118707,1.291,103.774,Swimming Pool
Villa De West,118719,1.291,103.772,Gymnasium
Villa De West,118719,1.291,103.772,Squash Court
Villa De West,118719,1.291,103.772,Swimming Pool
Villa De West,118719,1.291,103.772,Swimming Pool
Villa De West,118719,1.291,103.772,Table Tennis Court
Villa De West,118719,1.291,103.772,Tennis Court
The Village,118758,1.291,103.771,Swimming Pool
The Village,118758,1.291,103.771,Tennis Court
D'hillside Loft,118853,1.281,103.785,Swimming Pool
The Grandhill,118860,1.282,103.785,Fitness Corner
The Grandhill,118860,1.282,103.785,Gymnasium
The Grandhill,118860,1.282,103.785,Swimming Pool
The Grandhill,118860,1.282,103.785,Swimming Pool
The Grandhill,118860,1.282,103.785,Swimming Pool
HORIZON RESIDENCES,118862,1.282,103.784,Gymnasium
HORIZON RESIDENCES,118862,1.282,103.784,Swimming Pool
HORIZON RESIDENCES,118862,1.282,103.784,Swimming Pool
Kentview Park,118892,1.282,103.786,Gymnasium
Kentview Park,118892,1.282,103.786,Swimming Pool
Kentview Park,118892,1.282,103.786,Swimming Pool
Kentview Park,118892,1.282,103.786,Table Tennis Court
Ventana,118893,1.283,103.785,Cue Sports Table
Ventana,118893,1.283,103.785,Gymnasium
Ventana,118893,1.283,103.785,Swimming Pool
Ventana,118893,1.283,103.785,Swimming Pool
Ventana,118893,1.283,103.785,Swimming Pool
Le Hill Condominium,118894,1.283,103.785,Swimming Pool
Sarhad Ville,119163,1.281,103.789,Swimming Pool
Sarhad Ville,119163,1.281,103.789,Swimming Pool
Treasure Place,119174,1.28,103.789,Gymnasium
Treasure Place,119174,1.28,103.789,Swimming Pool
Island View,119519,1.279,103.792,Gymnasium
Island View,119519,1.279,103.792,Studio
Island View,119519,1.279,103.792,Studio
Island View,119519,1.279,103.792,Gymnasium
Island View,119519,1.279,103.792,Studio
Island View,119519,1.279,103.792,Studio
Island View,119519,1.279,103.792,Swimming Pool
Island View,119519,1.279,103.792,Swimming Pool
Island View,119519,1.279,103.792,Tennis Court
Banyan Condominium,119745,1.278,103.788,Gymnasium
Banyan Condominium,119745,1.278,103.788,Swimming Pool
Banyan Condominium,119745,1.278,103.788,Swimming Pool
Banyan Condominium,119745,1.278,103.788,Tennis Court
WHISTLER GRAND,126751,1.319,103.754,Fitness Corner
WHISTLER GRAND,126751,1.319,103.754,Golf
WHISTLER GRAND,126751,1.319,103.754,Gymnasium
WHISTLER GRAND,126751,1.319,103.754,Studio
WHISTLER GRAND,126751,1.319,103.754,Swimming Pool
WHISTLER GRAND,126751,1.319,103.754,Swimming Pool
WHISTLER GRAND,126751,1.319,103.754,Table tennis Court
WHISTLER GRAND,126751,1.319,103.754,Tennis Court
PARC RIVIERA,126754,1.319,103.752,Basketball Court
PARC RIVIERA,126754,1.319,103.752,Fitness Corner
PARC RIVIERA,126754,1.319,103.752,Futsal / Street Soccer Court
PARC RIVIERA,126754,1.319,103.752,Gymnasium
PARC RIVIERA,126754,1.319,103.752,Gymnasium
PARC RIVIERA,126754,1.319,103.752,Studio
PARC RIVIERA,126754,1.319,103.752,Swimming Pool
PARC RIVIERA,126754,1.319,103.752,Swimming Pool
PARC RIVIERA,126754,1.319,103.752,Tennis Court
TWIN VEW,126755,1.32,103.752,Fitness Corner
TWIN VEW,126755,1.32,103.752,Golf
TWIN VEW,126755,1.32,103.752,Gymnasium
TWIN VEW,126755,1.32,103.752,Swimming Pool
TWIN VEW,126755,1.32,103.752,Swimming Pool
TWIN VEW,126755,1.32,103.752,Tennis Court
SEAHILL,126777,1.299,103.764,Fitness Corner
SEAHILL,126777,1.299,103.764,Gymnasium
SEAHILL,126777,1.299,103.764,Gymnasium
SEAHILL,126777,1.299,103.764,Jogging Track
SEAHILL,126777,1.299,103.764,Swimming Pool
SEAHILL,126777,1.299,103.764,Swimming Pool
CLEMENTIWOODS,126811,1.296,103.768,Gymnasium
CLEMENTIWOODS,126811,1.296,103.768,Jogging Track
CLEMENTIWOODS,126811,1.296,103.768,Swimming Pool
CLEMENTIWOODS,126811,1.296,103.768,Tennis Court
The Stellar,126824,1.294,103.768,Fitness Corner
The Stellar,126824,1.294,103.768,Gymnasium
The Stellar,126824,1.294,103.768,Swimming Pool
The Stellar,126824,1.294,103.768,Swimming Pool
The Stellar,126824,1.294,103.768,Swimming Pool
The Stellar,126824,1.294,103.768,Tennis Court
THE SORRENTO,127365,1.296,103.766,Fitness Corner
THE SORRENTO,127365,1.296,103.766,Gymnasium
THE SORRENTO,127365,1.296,103.766,Swimming Pool
THE SORRENTO,127365,1.296,103.766,Swimming Pool
VARSITY PARK,127514,1.316,103.755,Fitness Corner
VARSITY PARK,127514,1.316,103.755,Golf
VARSITY PARK,127514,1.316,103.755,Gymnasium
VARSITY PARK,127514,1.316,103.755,Studio
VARSITY PARK,127514,1.316,103.755,Swimming Pool
VARSITY PARK,127514,1.316,103.755,Swimming Pool
VARSITY PARK,127514,1.316,103.755,Tennis Court
Varsity Park Condominium,127448,1.295,103.768,Fitness Corner
Varsity Park Condominium,127448,1.295,103.768,Gymnasium
Varsity Park Condominium,127448,1.295,103.768,Swimming Pool
Varsity Park Condominium,127448,1.295,103.768,Swimming Pool
Varsity Park Condominium,127448,1.295,103.768,Tennis Court
Monterey Park Condominium,127468,1.316,103.753,Fitness Corner
Monterey Park Condominium,127468,1.316,103.753,Gymnasium
Monterey Park Condominium,127468,1.316,103.753,Swimming Pool
Monterey Park Condominium,127468,1.316,103.753,Swimming Pool
Monterey Park Condominium,127468,1.316,103.753,Swimming Pool
Monterey Park Condominium,127468,1.316,103.753,Swimming Pool
Monterey Park Condominium,127468,1.316,103.753,Tennis Court
The Infiniti,127715,1.319,103.756,Fitness Corner
The Infiniti,127715,1.319,103.756,Gymnasium
The Infiniti,127715,1.319,103.756,Jogging track
The Infiniti,127715,1.319,103.756,Swimming Pool
The Infiniti,127715,1.319,103.756,Swimming Pool
The Infiniti,127715,1.319,103.756,Swimming Pool
The Infiniti,127715,1.319,103.756,Swimming Pool
The Infiniti,127715,1.319,103.756,Swimming Pool
The Infiniti,127715,1.319,103.756,Tennis Court
Botannia,127720,1.318,103.755,Cue Sports Table
Botannia,127720,1.318,103.755,Fitness Corner
Botannia,127720,1.318,103.755,Futsal / Street Soccer Court
Botannia,127720,1.318,103.755,Gymnasium
Botannia,127720,1.318,103.755,Jogging track
Botannia,127720,1.318,103.755,Swimming Pool
Botannia,127720,1.318,103.755,Swimming Pool
Botannia,127720,1.318,103.755,Swimming Pool
Botannia,127720,1.318,103.755,Tennis Court
SUNGROVE,127894,1.297,103.767,Gymnasium
SUNGROVE,127894,1.297,103.767,Swimming Pool
SUNGROVE,127894,1.297,103.767,Swimming Pool
SUNGROVE,127894,1.297,103.767,Tennis Court
HUNDRED TREES,127997,1.315,103.758,Gymnasium
HUNDRED TREES,127997,1.315,103.758,Jogging Track
HUNDRED TREES,127997,1.315,103.758,Swimming Pool
HUNDRED TREES,127997,1.315,103.758,Swimming Pool
HUNDRED TREES,127997,1.315,103.758,Tennis Court
NEWEST ,128020,1.317,103.757,Gymnasium
NEWEST ,128020,1.317,103.757,Swimming Pool
NEWEST ,128020,1.317,103.757,Swimming Pool
West Bay Condominium,128039,1.299,103.766,Cue Sports Table
West Bay Condominium,128039,1.299,103.766,Gymnasium
West Bay Condominium,128039,1.299,103.766,Squash Court
West Bay Condominium,128039,1.299,103.766,Swimming Pool
West Bay Condominium,128039,1.299,103.766,Table Tennis Court
West Bay Condominium,128039,1.299,103.766,Tennis Court
Westcove Condominium,128043,1.298,103.766,Gymnasium
Westcove Condominium,128043,1.298,103.766,Swimming Pool
Westcove Condominium,128043,1.298,103.766,Swimming Pool
Westcove Condominium,128043,1.298,103.766,Tennis Court
Blue Horizon,128050,1.298,103.765,Basketball Court
Blue Horizon,128050,1.298,103.765,Fitness Corner
Blue Horizon,128050,1.298,103.765,Futsal / Street Soccer Court
Blue Horizon,128050,1.298,103.765,Golf
Blue Horizon,128050,1.298,103.765,Gymnasium
Blue Horizon,128050,1.298,103.765,Jogging track
Blue Horizon,128050,1.298,103.765,Futsal / Street Soccer Court
Blue Horizon,128050,1.298,103.765,Swimming Pool
Blue Horizon,128050,1.298,103.765,Swimming Pool
Blue Horizon,128050,1.298,103.765,Swimming Pool
Blue Horizon,128050,1.298,103.765,Swimming Pool
Blue Horizon,128050,1.298,103.765,Tennis Court
Regent Park,128804,1.317,103.761,Cue Sports Table
Regent Park,128804,1.317,103.761,Fitness Corner
Regent Park,128804,1.317,103.761,Gymnasium
Regent Park,128804,1.317,103.761,Swimming Pool
Regent Park,128804,1.317,103.761,Swimming Pool
Regent Park,128804,1.317,103.761,Swimming Pool
Regent Park,128804,1.317,103.761,Tennis Court
Regent Park,128804,1.317,103.761,Volleyball Court
THE TRILINQ,128807,1.318,103.762,Fitness Corner
THE TRILINQ,128807,1.318,103.762,Gymnasium
THE TRILINQ,128807,1.318,103.762,Jogging Track
THE TRILINQ,128807,1.318,103.762,Swimming Pool
THE TRILINQ,128807,1.318,103.762,Swimming Pool
THE TRILINQ,128807,1.318,103.762,Tennis Court
Parc Clematis,128815,1.318,103.759,Basketball Court
Parc Clematis,128815,1.318,103.759,Fitness Corner
Parc Clematis,128815,1.318,103.759,Gymnasium
Parc Clematis,128815,1.318,103.759,Swimming Pool
Parc Clematis,128815,1.318,103.759,Swimming Pool
Parc Clematis,128815,1.318,103.759,Tennis Court
WATERFRONT@FABER,128978,1.322,103.755,Fitness Corner
WATERFRONT@FABER,128978,1.322,103.755,Gymnasium
WATERFRONT@FABER,128978,1.322,103.755,Jogging Track
WATERFRONT@FABER,128978,1.322,103.755,Swimming Pool
WATERFRONT@FABER,128978,1.322,103.755,Swimming Pool
Faber Crest,129195,1.324,103.757,Cue Sports Table
Faber Crest,129195,1.324,103.757,Fitness Corner
Faber Crest,129195,1.324,103.757,Golf
Faber Crest,129195,1.324,103.757,Gymnasium
Faber Crest,129195,1.324,103.757,Jogging track
Faber Crest,129195,1.324,103.757,Swimming Pool
Faber Crest,129195,1.324,103.757,Swimming Pool
Faber Crest,129195,1.324,103.757,Swimming Pool
Faber Crest,129195,1.324,103.757,Swimming Pool
Faber Crest,129195,1.324,103.757,Tennis Court
The Clement Canopy,129960,1.307,103.769,Fitness Corner
The Clement Canopy,129960,1.307,103.769,Gymnasium
The Clement Canopy,129960,1.307,103.769,Swimming Pool
The Clement Canopy,129960,1.307,103.769,Swimming Pool
The Clement Canopy,129960,1.307,103.769,Tennis Court
Clavon,129964,1.307,103.768,Fitness Corner
Clavon,129964,1.307,103.768,Gymnasium
Clavon,129964,1.307,103.768,Gymnasium
Clavon,129964,1.307,103.768,Swimming Pool
Clavon,129964,1.307,103.768,Swimming Pool
Clavon,129964,1.307,103.768,Tennis Court
ROCHESTER RESIDENCES,138638,1.305,103.788,Gymnasium
ROCHESTER RESIDENCES,138638,1.305,103.788,Swimming Pool
ROCHESTER RESIDENCES,138638,1.305,103.788,Swimming Pool
Heritage View,138679,1.305,103.784,Golf
Heritage View,138679,1.305,103.784,Gymnasium
Heritage View,138679,1.305,103.784,Swimming Pool
Heritage View,138679,1.305,103.784,Swimming Pool
Heritage View,138679,1.305,103.784,Swimming Pool
Heritage View,138679,1.305,103.784,Tennis Court
Dover Parkview,138687,1.306,103.784,Bowling Green
Dover Parkview,138687,1.306,103.784,Croquet Court
Dover Parkview,138687,1.306,103.784,Fitness Corner
Dover Parkview,138687,1.306,103.784,Golf
Dover Parkview,138687,1.306,103.784,Golf
Dover Parkview,138687,1.306,103.784,Gymnasium
Dover Parkview,138687,1.306,103.784,Jogging track
Dover Parkview,138687,1.306,103.784,Squash Court
Dover Parkview,138687,1.306,103.784,Studio
Dover Parkview,138687,1.306,103.784,Studio
Dover Parkview,138687,1.306,103.784,Studio
Dover Parkview,138687,1.306,103.784,Studio
Dover Parkview,138687,1.306,103.784,Swimming Pool
Dover Parkview,138687,1.306,103.784,Swimming Pool
Dover Parkview,138687,1.306,103.784,Swimming Pool
Dover Parkview,138687,1.306,103.784,Table Tennis Court
Dover Parkview,138687,1.306,103.784,Tennis Court
Queens,148956,1.293,103.806,Badminton Court
Queens,148956,1.293,103.806,Fitness Corner
Queens,148956,1.293,103.806,Golf
Queens,148956,1.293,103.806,Gymnasium
Queens,148956,1.293,103.806,Jogging track
Queens,148956,1.293,103.806,Swimming Pool
Queens,148956,1.293,103.806,Swimming Pool
Queens,148956,1.293,103.806,Swimming Pool
Queens,148956,1.293,103.806,Swimming Pool
Queens,148956,1.293,103.806,Tennis Court
STIRLING RESIDENCES,148960,1.292,103.805,Gymnasium
STIRLING RESIDENCES,148960,1.292,103.805,Gymnasium
STIRLING RESIDENCES,148960,1.292,103.805,Studio
STIRLING RESIDENCES,148960,1.292,103.805,Swimming Pool
STIRLING RESIDENCES,148960,1.292,103.805,Swimming Pool
STIRLING RESIDENCES,148960,1.292,103.805,Tennis Court
Domain 21,149053,1.287,103.803,Fitness Corner
Domain 21,149053,1.287,103.803,Gymnasium
Domain 21,149053,1.287,103.803,Gymnasium
Domain 21,149053,1.287,103.803,Swimming Pool
MARGARET VILLE,149312,1.299,103.803,Gymnasium
MARGARET VILLE,149312,1.299,103.803,Swimming Pool
MARGARET VILLE,149312,1.299,103.803,Swimming Pool
QUEENS PEAK,149457,1.295,103.807,Fitness Corner
QUEENS PEAK,149457,1.295,103.807,Gymnasium
QUEENS PEAK,149457,1.295,103.807,Studio
QUEENS PEAK,149457,1.295,103.807,Swimming Pool
QUEENS PEAK,149457,1.295,103.807,Swimming Pool
COMMONWEALTH TOWERS,149739,1.296,103.806,Fitness Corner
COMMONWEALTH TOWERS,149739,1.296,103.806,Gymnasium
COMMONWEALTH TOWERS,149739,1.296,103.806,Gymnasium
COMMONWEALTH TOWERS,149739,1.296,103.806,Studio
COMMONWEALTH TOWERS,149739,1.296,103.806,Swimming Pool
COMMONWEALTH TOWERS,149739,1.296,103.806,Swimming Pool
COMMONWEALTH TOWERS,149739,1.296,103.806,Tennis Court
ECHELON,158741,1.291,103.818,Swimming Pool
ECHELON,158741,1.291,103.818,Swimming Pool
ECHELON,158741,1.291,103.818,Tennis Court
ALEX RESIDENCES,158744,1.29,103.818,Gymnasium
ALEX RESIDENCES,158744,1.29,103.818,Studio
ALEX RESIDENCES,158744,1.29,103.818,Swimming Pool
ARTRA,158745,1.29,103.816,Fitness Corner
ARTRA,158745,1.29,103.816,Swimming Pool
ARTRA,158745,1.29,103.816,Swimming Pool
ARTRA,158745,1.29,103.816,Tennis Court
The Metropolitan Condominium,158746,1.291,103.816,Fitness Corner
The Metropolitan Condominium,158746,1.291,103.816,Gymnasium
The Metropolitan Condominium,158746,1.291,103.816,Swimming Pool
The Metropolitan Condominium,158746,1.291,103.816,Swimming Pool
The Metropolitan Condominium,158746,1.291,103.816,Swimming Pool
The Metropolitan Condominium,158746,1.291,103.816,Swimming Pool
The Metropolitan Condominium,158746,1.291,103.816,Tennis Court
Tanglin View Condominium Corporation,159015,1.292,103.817,Cue Sports Table
Tanglin View Condominium Corporation,159015,1.292,103.817,Tennis Court
THE CREST,159024,1.293,103.82,Jogging Track
THE CREST,159024,1.293,103.82,Swimming Pool
THE CREST,159024,1.293,103.82,Swimming Pool
THE CREST,159024,1.293,103.82,Tennis Court
PRINCIPAL GARDEN ,159026,1.293,103.822,Fitness Corner
PRINCIPAL GARDEN ,159026,1.293,103.822,Gymnasium
PRINCIPAL GARDEN ,159026,1.293,103.822,Jogging Track
PRINCIPAL GARDEN ,159026,1.293,103.822,Studio
PRINCIPAL GARDEN ,159026,1.293,103.822,Swimming Pool
PRINCIPAL GARDEN ,159026,1.293,103.822,Swimming Pool
PRINCIPAL GARDEN ,159026,1.293,103.822,Tennis Court
THE ALEXIS,159949,1.291,103.807,Gymnasium
THE ALEXIS,159949,1.291,103.807,Swimming Pool
THE ALEXIS,159949,1.291,103.807,Swimming Pool
The Anchorage,159954,1.29,103.806,Badminton Court
The Anchorage,159954,1.29,103.806,Fitness Corner
The Anchorage,159954,1.29,103.806,Gymnasium
The Anchorage,159954,1.29,103.806,Squash Court
The Anchorage,159954,1.29,103.806,Swimming Pool
The Anchorage,159954,1.29,103.806,Swimming Pool
The Anchorage,159954,1.29,103.806,Tennis Court
Alessandrea,159967,1.29,103.822,Fitness Corner
Alessandrea,159967,1.29,103.822,Gymnasium
Alessandrea,159967,1.29,103.822,Swimming Pool
Alessandrea,159967,1.29,103.822,Swimming Pool
Alessandrea,159967,1.29,103.822,Swimming Pool
9/A/B/C YONG SIAK STREET,168645,1.282,103.83,Gymnasium
9/A/B/C YONG SIAK STREET,168645,1.282,103.83,Jogging Track
9/A/B/C YONG SIAK STREET,168645,1.282,103.83,Swimming Pool
9/A/B/C YONG SIAK STREET,168645,1.282,103.83,Tennis Court
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Fitness Corner
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Golf
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Gymnasium
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Gymnasium
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Swimming Pool
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Swimming Pool
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Tennis Court
AVENUE SOUTH RESIDENCES,168872,1.276,103.83,Wall Climbing
Twin Regency,169277,1.285,103.829,Fitness Corner
Twin Regency,169277,1.285,103.829,Gymnasium
Twin Regency,169277,1.285,103.829,Swimming Pool
Twin Regency,169277,1.285,103.829,Swimming Pool
Twin Regency,169277,1.285,103.829,Swimming Pool
Twin Regency,169277,1.285,103.829,Tennis Court
Regency Suites,169279,1.284,103.829,Swimming Pool
Regency Suites,169279,1.284,103.829,Swimming Pool
Regency Suites,169279,1.284,103.829,Swimming Pool
HIGHLINE RESIDENCES,169280,1.282,103.828,Fitness Corner
HIGHLINE RESIDENCES,169280,1.282,103.828,Swimming Pool
HIGHLINE RESIDENCES,169280,1.282,103.828,Swimming Pool
Central Green Condominium,169483,1.284,103.828,Fitness Corner
Central Green Condominium,169483,1.284,103.828,Gymnasium
Central Green Condominium,169483,1.284,103.828,Squash Court
Central Green Condominium,169483,1.284,103.828,Swimming Pool
Central Green Condominium,169483,1.284,103.828,Swimming Pool
Central Green Condominium,169483,1.284,103.828,Tennis Court
Meraprime,169568,1.287,103.828,Fitness Corner
Meraprime,169568,1.287,103.828,Gymnasium
Meraprime,169568,1.287,103.828,Squash Court
Meraprime,169568,1.287,103.828,Swimming Pool
Meraprime,169568,1.287,103.828,Swimming Pool
Meraprime,169568,1.287,103.828,Swimming Pool
Meraprime,169568,1.287,103.828,Tennis Court
Emerald Park,169586,1.289,103.83,Fitness Corner
Emerald Park,169586,1.289,103.83,Futsal / Street Soccer Court
Emerald Park,169586,1.289,103.83,Golf
Emerald Park,169586,1.289,103.83,Gymnasium
Emerald Park,169586,1.289,103.83,Swimming Pool
Emerald Park,169586,1.289,103.83,Swimming Pool
Emerald Park,169586,1.289,103.83,Tennis Court
Harvest Mansions,169638,1.29,103.832,Golf
Harvest Mansions,169638,1.29,103.832,Swimming Pool
Harvest Mansions,169638,1.29,103.832,Swimming Pool
Harvest Mansions,169638,1.29,103.832,Table Tennis Court
Harvest Mansions,169638,1.29,103.832,Tennis Court
River Place,169658,1.289,103.841,Cue Sports Table
River Place,169658,1.289,103.841,Fitness Corner
River Place,169658,1.289,103.841,Golf
River Place,169658,1.289,103.841,Gymnasium
River Place,169658,1.289,103.841,Jogging track
River Place,169658,1.289,103.841,Swimming Pool
River Place,169658,1.289,103.841,Swimming Pool
River Place,169658,1.289,103.841,Swimming Pool
River Place,169658,1.289,103.841,Swimming Pool
River Place,169658,1.289,103.841,Tennis Court
Proximo,169874,1.288,103.84,Gymnasium
Proximo,169874,1.288,103.84,Gymnasium
Proximo,169874,1.288,103.84,Swimming Pool
13 STAMFORD ROAD,178905,1.294,103.851,Gymnasium
13 STAMFORD ROAD,178905,1.294,103.851,Gymnasium
13 STAMFORD ROAD,178905,1.294,103.851,Studio
13 STAMFORD ROAD,178905,1.294,103.851,Swimming Pool
13 STAMFORD ROAD,178905,1.294,103.851,Swimming Pool
WATERLOO VIEW,187963,1.301,103.853,Jogging Track
WATERLOO VIEW,187963,1.301,103.853,Tennis Court
Tan Chong Tower,188537,1.298,103.853,Gymnasium
City Edge,188653,1.302,103.852,Fitness Corner
City Edge,188653,1.302,103.852,Gymnasium
City Edge,188653,1.302,103.852,Swimming Pool
City Edge,188653,1.302,103.852,Swimming Pool
Sin Thai Hin Building,188655,1.302,103.852,Badminton Court
Sin Thai Hin Building,188655,1.302,103.852,Gymnasium
Sin Thai Hin Building,188655,1.302,103.852,Swimming Pool
DUO RESIDENCES ,189350,1.3,103.859,Fitness Corner
DUO RESIDENCES ,189350,1.3,103.859,Gymnasium
DUO RESIDENCES ,189350,1.3,103.859,Gymnasium
DUO RESIDENCES ,189350,1.3,103.859,Studio
DUO RESIDENCES ,189350,1.3,103.859,Swimming Pool
DUO RESIDENCES ,189350,1.3,103.859,Swimming Pool
Bencoolen Residences,189646,1.302,103.853,Gymnasium
Bencoolen Residences,189646,1.302,103.853,Swimming Pool
Bencoolen Residences,189646,1.302,103.853,Swimming Pool
Bencoolen Residences,189646,1.302,103.853,Tennis Court
Burlington Square,189649,1.302,103.853,Gymnasium
Burlington Square,189649,1.302,103.853,Swimming Pool
Burlington Square,189649,1.302,103.853,Tennis Court
Sunshine Plaza,189652,1.301,103.851,Gymnasium
